regio2,regio3,baseRent,totalRent,livingSpace,noRooms,balcony,hasKitchen,newlyConst,yearConstructed,price_per_sqm
Gelsenkirchen,Horst,299.0,426.0,47.42,2.0,False,False,False,1951.0,6.305356389708983
Herne,Sodingen,290.74,429.74,59.7,3.0,False,False,False,1952.0,4.870016750418761
Recklinghausen_Kreis,Dorsten,440.0,560.0,90.0,3.5,False,False,False,,4.888888888888889
Münster,Gremmendorf_West,910.0,1095.0,83.0,2.5,True,False,False,,10.963855421686747
Gelsenkirchen,Erle,415.4,545.4,67.0,3.5,True,False,False,1961.0,6.199999999999999
Düsseldorf,Friedrichstadt,600.0,750.0,59.06,2.0,True,True,False,1954.0,10.15916017609211
Köln,Neuehrenfeld,2100.0,2270.0,130.0,4.0,True,True,False,1905.0,16.153846153846153
Bochum,Höntrop,360.0,500.0,65.0,2.5,False,False,False,1976.0,5.538461538461538
Steinfurt_Kreis,Greven,990.0,,136.0,3.0,False,True,False,2004.0,7.279411764705882
Duisburg,Vierlinden,441.0,622.0,66.67,2.5,True,False,False,2007.0,6.614669266536673
Köln,Porz,585.0,780.0,69.0,2.0,True,False,False,,8.478260869565217
Mönchengladbach,Gladbach,330.0,450.0,44.0,2.0,False,False,False,1990.0,7.5
Viersen_Kreis,Tönisvorst,550.0,730.0,52.35,2.0,True,False,True,2018.0,10.506208213944603
Rheinisch_Bergischer_Kreis,Bergisch_Gladbach,790.0,990.0,86.0,3.0,True,False,False,,9.186046511627907
Mönchengladbach,Dahl,1056.53,1372.34,114.84,4.0,True,True,True,2018.0,9.200017415534656
Düsseldorf,Stadtmitte,1150.0,1400.0,89.48,3.0,True,False,False,1950.0,12.852033974072418
Solingen,Ohligs/Aufderhöhe/Merscheid,793.47,958.47,64.51,2.0,True,True,True,2019.0,12.29995349558208
Düsseldorf,Itter,1200.0,1350.0,98.0,2.5,True,False,False,2012.0,12.244897959183673
Düsseldorf,Angermund,870.0,1120.0,78.0,2.0,True,False,False,1973.0,11.153846153846153
Recklinghausen_Kreis,Herten,550.0,830.0,105.0,4.5,False,False,False,1905.0,5.238095238095238
Hamm,Mitte,456.0,646.0,76.0,2.0,False,False,False,1996.0,6.0
Essen,Kupferdreh,1422.0,1722.0,123.67,5.0,True,False,True,2019.0,11.498342362739548
Duisburg,Großenbaum,513.93,680.93,71.99,3.0,True,False,False,1972.0,7.138908181691901
Heinsberg_Kreis,Wegberg,670.0,870.0,90.0,3.0,False,True,False,1973.0,7.444444444444445
Köln,Altstadt_&_Neustadt_Nord,1485.0,1735.0,90.0,3.0,False,True,False,,16.5
Düsseldorf,Lörick,765.0,940.5,58.5,2.0,True,False,False,1975.0,13.076923076923077
Viersen_Kreis,Willich,460.0,585.0,72.0,3.0,False,False,False,1964.0,6.388888888888889
Steinfurt_Kreis,Rheine,390.0,590.0,65.0,1.0,True,True,False,1980.0,6.0
Herne,Wanne,469.0,,67.42,3.0,True,False,False,1960.0,6.956392761791753
Leverkusen,Hitdorf,810.0,810.0,90.0,3.0,True,False,False,,9.0
Wuppertal,Elberfeld,500.0,760.0,78.0,3.0,False,False,False,1960.0,6.410256410256411
Aachen,Richterich,570.0,760.0,100.0,1.0,False,True,False,1973.0,5.7
Köln,Sürth,568.0,724.0,62.5,1.0,True,False,False,1970.0,9.088
Rheinisch_Bergischer_Kreis,Kürten,490.0,640.0,59.0,2.0,True,False,False,1971.0,8.305084745762711
Paderborn_Kreis,Paderborn,395.0,395.0,32.0,1.0,False,True,False,,12.34375
Essen,Bochold,390.0,550.0,76.0,3.0,True,False,False,1965.0,5.131578947368421
Bonn,Nordstadt,2880.0,,107.0,4.0,True,False,False,2012.0,26.91588785046729
Wuppertal,Oberbarmen,445.0,540.0,69.0,2.0,False,False,False,,6.449275362318841
Essen,Stadtkern,590.0,850.0,80.0,3.0,False,False,False,1961.0,7.375
Bielefeld,Heepen,200.0,270.0,21.0,1.0,False,False,False,1993.0,9.523809523809524
Aachen_Kreis,Monschau,288.0,431.0,48.0,2.0,False,False,False,,6.0
Neuss_Rhein_Kreis,Dormagen,850.0,1050.0,81.4,3.0,False,True,False,1949.0,10.44226044226044
Recklinghausen_Kreis,Castrop_Rauxel,362.44,538.44,62.49,3.0,False,False,False,1907.0,5.7999679948791805
Recklinghausen_Kreis,Recklinghausen,368.0,488.0,62.54,2.0,True,False,False,1995.0,5.884234090182283
Aachen,Frankenberg,418.0,548.0,42.0,2.0,True,True,False,1880.0,9.952380952380953
Düsseldorf,Unterbach,800.0,1000.0,80.0,2.0,True,True,False,1964.0,10.0
Viersen_Kreis,Nettetal,730.0,,93.0,3.0,True,False,False,,7.849462365591398
Düsseldorf,Benrath,1295.0,1625.0,120.0,3.5,True,True,False,1959.0,10.791666666666666
Gelsenkirchen,Scholven,850.0,1000.0,115.37,4.0,False,False,False,1985.0,7.3675998959868245
Coesfeld_Kreis,Dülmen,540.0,760.0,82.0,3.0,True,False,False,,6.585365853658536
Essen,Südostviertel,230.0,310.0,37.0,1.0,True,True,False,1960.0,6.216216216216216
Essen,Bredeney,1500.0,1820.0,106.0,3.0,True,False,False,,14.150943396226415
Bochum,Leithe,516.43,675.43,61.48,3.0,True,False,False,1960.0,8.39996746909564
Soest_Kreis,Soest,495.0,630.0,70.0,2.0,False,True,False,1900.0,7.071428571428571
Wesel_Kreis,Voerde_Niederrhein,600.0,715.0,95.13,3.5,False,False,False,2015.0,6.3071586250394205
Bochum,Eppendorf,440.19,672.19,57.92,3.0,False,False,False,1958.0,7.5999654696132595
Gelsenkirchen,Hassel,442.0,619.0,67.22,3.0,True,False,False,,6.575423980958048
Essen,Südostviertel,510.0,725.0,80.0,3.5,False,False,False,,6.375
Viersen_Kreis,Viersen,449.6,674.4,44.96,2.0,False,False,False,1909.0,10.0
Hochsauerlandkreis,Arnsberg,632.0,938.0,77.0,3.0,True,False,True,2020.0,8.207792207792208
Krefeld,Inrath/Kliedbruch,1164.03,1545.0,166.29,4.0,True,False,False,1890.0,7.0
Essen,Leithe,340.0,437.0,51.26,2.0,False,False,False,,6.632852126414359
Krefeld,Fischeln,395.0,,54.0,2.0,True,False,False,1968.0,7.314814814814815
Siegen_Wittgenstein_Kreis,Siegen,965.0,,123.5,4.0,True,False,False,,7.813765182186235
Wuppertal,Oberbarmen,340.0,,68.0,2.0,False,False,False,1900.0,5.0
Gelsenkirchen,Bulmke_Hüllen,403.0,503.0,71.9,2.0,False,False,False,,5.605006954102921
Rhein_Erft_Kreis,Wesseling,607.0,850.0,80.98,3.0,True,False,False,1961.0,7.495677945171647
Recklinghausen_Kreis,Recklinghausen,533.85,,82.13,3.0,False,False,False,,6.50006087909412
Bochum,Kruppwerke,338.42,484.42,43.95,2.0,False,False,False,1938.0,7.700113765642776
Dortmund,Innenstadt,620.0,890.0,79.0,3.0,False,False,False,1964.0,7.848101265822785
Rhein_Erft_Kreis,Kerpen,650.0,880.0,82.69,3.0,True,False,False,1972.0,7.860684484218164
Märkischer_Kreis,Lüdenscheid,322.4,,52.0,2.0,True,False,False,1964.0,6.199999999999999
Bochum,Wiemelhausen/Brenschede,667.15,890.15,60.65,3.0,True,False,False,1954.0,11.0
Mönchengladbach,Geistenbeck,495.0,665.0,85.0,3.0,True,False,False,1990.0,5.823529411764706
Essen,Holsterhausen,520.0,660.0,69.0,3.0,True,True,False,1965.0,7.536231884057971
Unna_Kreis,Selm,419.18,649.18,78.74,3.0,True,False,False,1995.0,5.323596647193295
Oberhausen,Osterfeld_West,320.0,,52.0,2.0,True,False,False,1958.0,6.153846153846154
Steinfurt_Kreis,Rheine,389.0,,60.0,3.0,False,False,False,1971.0,6.483333333333333
Köln,Klettenberg,1680.0,,91.0,3.0,False,True,False,1906.0,18.46153846153846
Bochum,Altenbochum,425.0,,59.29,3.0,True,False,False,1956.0,7.168156518805869
Wuppertal,Langerfeld_Beyenburg,262.2,434.24,46.0,1.0,True,False,False,1975.0,5.7
Leverkusen,Schlebusch,1050.0,1250.0,105.0,4.0,False,False,False,1962.0,10.0
Bochum,Kornharpen/Voede_Abzweig,340.0,,47.83,2.0,False,False,False,1951.0,7.108509303784236
Bielefeld,Jöllenbeck,1100.0,1345.0,118.0,4.0,True,False,True,2019.0,9.322033898305085
Wuppertal,Elberfeld,443.0,543.0,79.7,3.0,False,False,False,1953.0,5.558343789209536
Recklinghausen_Kreis,Gladbeck,511.73,680.73,68.23,3.5,True,False,False,1960.0,7.5000732815477065
Düsseldorf,Lörick,770.0,920.0,63.0,2.0,True,True,False,2000.0,12.222222222222221
Aachen,Ponttor,330.0,410.0,20.0,1.0,False,True,False,1983.0,16.5
Gelsenkirchen,Erle,500.0,700.0,87.0,3.5,True,False,False,1975.0,5.747126436781609
Aachen,Hangeweiher,575.25,809.25,76.7,3.0,True,False,False,1969.0,7.5
Essen,Borbeck,414.0,607.0,62.68,3.0,True,False,False,1954.0,6.604977664326739
Gelsenkirchen,Bismarck,730.0,900.0,79.0,2.0,True,True,True,2020.0,9.240506329113924
Duisburg,Untermeiderich,355.0,499.0,66.63,2.0,True,False,False,1951.0,5.327930361698935
Mönchengladbach,Geistenbeck,400.0,550.0,50.0,3.0,True,False,False,1960.0,8.0
Neuss_Rhein_Kreis,Neuss,480.0,595.0,40.0,1.5,True,True,False,,12.0
Aachen,Westpark,609.98,801.98,72.79,3.0,True,False,False,1968.0,8.379997252369831
Krefeld,Dießem/Lehmheide,511.5,801.5,93.0,3.0,False,True,False,1896.0,5.5
Märkischer_Kreis,Lüdenscheid,475.0,665.0,67.0,2.0,True,False,False,1992.0,7.08955223880597
Gütersloh_Kreis,Gütersloh,920.0,1270.0,100.0,4.0,True,True,False,1970.0,9.2
Rhein_Sieg_Kreis,Troisdorf,1195.0,1495.0,120.0,5.0,False,False,False,1972.0,9.958333333333334
Düsseldorf,Mörsenbroich,1395.0,1745.0,145.0,4.0,True,False,False,1966.0,9.620689655172415
Dortmund,Hombruch,380.0,465.0,60.0,1.0,False,True,False,,6.333333333333333
Düsseldorf,Garath,669.0,,70.24,3.0,True,False,False,1969.0,9.524487471526196
Mettmann_Kreis,Velbert,410.0,,63.21,4.0,True,False,False,1955.0,6.486315456415124
Neuss_Rhein_Kreis,Kaarst,633.0,800.0,83.0,3.0,True,True,False,1965.0,7.626506024096385
Märkischer_Kreis,Lüdenscheid,650.0,770.0,85.0,2.5,True,False,False,1980.0,7.647058823529412
Düren_Kreis,Inden,450.0,,72.0,3.0,False,False,False,1994.0,6.25
Aachen,Marschiertor,780.0,980.0,78.0,3.0,True,True,False,1954.0,10.0
Viersen_Kreis,Nettetal,1300.0,1500.0,93.69,4.0,True,False,True,2020.0,13.875547016757391
Bielefeld,Sennestadt,426.0,654.5,69.59,3.0,True,False,False,1971.0,6.121569190975714
Herne,Eickel,270.0,430.0,44.0,1.0,False,True,False,1959.0,6.136363636363637
Euskirchen_Kreis,Euskirchen,800.0,,110.0,4.0,True,True,False,,7.2727272727272725
Mönchengladbach,Dahl,295.0,425.0,40.0,1.0,False,True,False,1910.0,7.375
Mönchengladbach,Hardterbroich_Pesch,415.0,555.0,50.0,2.0,True,False,False,1979.0,8.3
Bottrop,Altstadt,1019.48,1251.18,92.68,2.5,True,False,True,2019.0,11.0
Gelsenkirchen,Schalke,320.0,400.0,63.0,2.5,False,False,False,1955.0,5.079365079365079
Krefeld,Fischeln,640.0,890.0,100.0,3.0,True,True,False,1975.0,6.4
Recklinghausen_Kreis,Castrop_Rauxel,279.0,419.0,45.86,2.0,False,False,False,1955.0,6.083733100741387
Bochum,Gleisdreieck,545.0,670.0,54.48,2.0,True,True,False,1980.0,10.003671071953011
Duisburg,Hochemmerich,300.0,395.0,55.37,2.0,False,False,False,1956.0,5.41809644211667
Märkischer_Kreis,Altena,650.0,1040.0,99.0,3.0,True,False,False,1959.0,6.565656565656566
Gelsenkirchen,Ückendorf,305.9,470.9,59.04,2.5,True,False,False,1992.0,5.181233062330623
Unna_Kreis,Bergkamen,360.0,560.0,64.61,3.0,True,False,False,1959.0,5.571892895836558
Düsseldorf,Oberkassel,950.0,,65.0,2.0,False,True,False,1949.0,14.615384615384615
Minden_Lübbecke_Kreis,Minden,420.0,540.0,66.15,3.0,True,False,False,1959.0,6.349206349206349
Oberbergischer_Kreis,Reichshof,450.0,,80.0,3.0,True,True,False,1996.0,5.625
Bielefeld,Brackwede,330.0,,47.0,2.0,False,False,False,1961.0,7.0212765957446805
Hochsauerlandkreis,Winterberg,330.0,430.0,53.0,2.0,True,True,False,1980.0,6.226415094339623
Duisburg,Untermeiderich,550.0,830.0,98.0,3.5,False,False,False,1956.0,5.612244897959184
Ennepe_Ruhr_Kreis,Witten,455.0,655.0,70.0,2.0,False,False,False,,6.5
Gelsenkirchen,Erle,396.83,613.83,81.99,3.5,True,False,False,1991.0,4.839980485425052
Mettmann_Kreis,Wülfrath,669.0,839.0,74.0,3.0,True,False,False,2002.0,9.04054054054054
Köln,Altstadt_&_Neustadt_Süd,2490.0,3030.0,100.0,3.0,False,True,False,1980.0,24.9
Rhein_Sieg_Kreis,Much,765.0,1000.0,102.0,3.5,False,False,True,2019.0,7.5
Gelsenkirchen,Buer,285.04,398.04,40.72,2.0,False,False,False,1928.0,7.000000000000001
Minden_Lübbecke_Kreis,Minden,419.0,,69.0,2.0,True,False,False,1965.0,6.072463768115942
Essen,Bredeney,920.0,1250.0,83.0,3.0,True,False,False,1979.0,11.08433734939759
Siegen_Wittgenstein_Kreis,Siegen,820.0,,74.0,2.5,True,True,False,1984.0,11.08108108108108
Bonn,Holzlar,1150.0,1490.0,91.81,3.0,False,False,True,2019.0,12.525868641760157
Märkischer_Kreis,Iserlohn,720.0,940.0,110.0,4.0,False,False,False,,6.545454545454546
Recklinghausen_Kreis,Datteln,560.0,,90.0,3.0,False,False,False,1972.0,6.222222222222222
Düsseldorf,Gerresheim,600.0,700.0,40.0,2.0,True,True,False,,15.0
Rhein_Erft_Kreis,Bergheim,653.0,,87.0,3.0,True,True,False,1975.0,7.505747126436781
Unna_Kreis,Lünen,500.0,600.0,60.0,2.0,True,True,False,,8.333333333333334
Aachen_Kreis,Herzogenrath,930.0,1230.0,122.0,4.0,False,False,False,2016.0,7.622950819672131
Recklinghausen_Kreis,Herten,331.99,459.01,58.0,3.0,False,False,False,1958.0,5.723965517241379
Bonn,Auerberg,1035.0,1265.0,90.0,3.0,True,False,False,1966.0,11.5
Mettmann_Kreis,Monheim_am_Rhein,662.0,,80.88,4.0,True,False,False,1967.0,8.184965380811079
Remscheid,Innenstadt,450.0,,98.0,3.0,True,False,False,1951.0,4.591836734693878
Mülheim_an_der_Ruhr,Raadt,1230.0,1575.0,172.0,3.5,True,False,False,1979.0,7.151162790697675
Remscheid,Honsberg,292.84,386.69,59.79,2.0,True,False,False,1982.0,4.897808998160227
Krefeld,Bockum,1490.0,1840.0,175.0,6.0,True,False,False,1920.0,8.514285714285714
Kleve_Kreis,Rheurdt,470.0,670.0,90.0,3.5,False,False,False,1903.0,5.222222222222222
Remscheid,Innenstadt,475.0,620.0,73.0,2.0,True,False,False,,6.506849315068493
Rheinisch_Bergischer_Kreis,Overath,750.0,880.0,90.0,3.0,True,False,False,1981.0,8.333333333333334
Essen,Holsterhausen,410.0,525.0,64.0,3.5,False,False,False,1958.0,6.40625
Recklinghausen_Kreis,Marl,369.0,,60.51,3.0,False,False,False,1954.0,6.098165592464055
Krefeld,Kempener_Feld/Baackeshof,600.0,830.0,80.0,3.0,False,False,False,1951.0,7.5
Rhein_Erft_Kreis,Hürth,755.0,889.0,71.0,3.0,True,True,False,2011.0,10.633802816901408
Wesel_Kreis,Neukirchen_Vluyn,490.0,660.0,45.0,2.0,True,False,False,2017.0,10.88888888888889
Köln,Bocklemünd/Mengenich,1200.0,1460.0,103.0,3.0,True,False,False,,11.650485436893204
Oberhausen,Altstadt_Mitte,830.0,1010.0,121.0,5.0,False,False,False,1959.0,6.859504132231405
Gelsenkirchen,Rotthausen,200.0,309.0,34.0,1.5,False,False,False,1950.0,5.882352941176471
Gelsenkirchen,Horst,395.0,575.0,71.0,3.5,True,False,False,1973.0,5.563380281690141
Herne,Eickel,1218.56,1490.56,99.07,3.5,True,False,True,2020.0,12.299989906126982
Krefeld,Benrad_Nord,458.0,678.0,74.0,3.0,True,False,False,1970.0,6.1891891891891895
Essen,Rellinghausen,320.0,380.0,26.0,1.0,False,True,False,,12.307692307692308
Duisburg,Röttgersbach,409.0,542.0,56.93,2.0,True,False,False,1915.0,7.184261373616723
Gütersloh_Kreis,Verl,960.0,1235.0,110.59,4.0,True,False,True,2018.0,8.68071254182114
Essen,Holsterhausen,426.0,543.0,57.91,2.0,False,False,False,1928.0,7.356242445173546
Remscheid,Innenstadt,420.0,0.0,65.55,3.0,False,True,False,,6.407322654462243
Recklinghausen_Kreis,Castrop_Rauxel,340.0,530.0,52.0,1.5,False,True,False,1995.0,6.538461538461538
Mettmann_Kreis,Heiligenhaus,402.0,552.0,50.23,1.0,False,False,False,2001.0,8.003185347401951
Münster,Domviertel,2500.0,,172.0,4.0,True,False,False,1948.0,14.534883720930232
Herne,Unser_Fritz/Crange,399.0,,49.97,3.0,False,False,False,1952.0,7.984790874524715
Bonn,Bad_Godesberg,695.0,915.0,83.0,2.0,True,False,False,1970.0,8.373493975903614
Kleve_Kreis,Kalkar,404.44,625.73,86.05,3.0,True,False,False,1980.0,4.700058105752469
Lippe_Kreis,Bad_Salzuflen,695.0,975.0,102.0,3.0,True,False,False,1980.0,6.813725490196078
Rhein_Erft_Kreis,Pulheim,947.0,1227.0,103.0,4.0,True,False,False,1993.0,9.194174757281553
Minden_Lübbecke_Kreis,Minden,350.0,452.0,42.19,2.0,False,False,False,1953.0,8.295804693055226
Herne,Wanne_Süd,460.0,,78.0,2.5,True,False,False,,5.897435897435898
Mülheim_an_der_Ruhr,Saarn,950.0,,94.74,2.0,False,False,False,,10.027443529660124
Düsseldorf,Kaiserswerth,520.0,740.0,58.0,2.0,True,False,False,,8.96551724137931
Wesel_Kreis,Rheinberg,360.0,,98.0,3.0,True,False,False,1971.0,3.673469387755102
Ennepe_Ruhr_Kreis,Schwelm,745.0,945.0,115.0,4.0,False,True,False,,6.478260869565218
Essen,Südostviertel,490.0,720.0,66.0,3.0,False,False,False,1960.0,7.424242424242424
Borken_Kreis,Raesfeld,506.0,649.0,55.0,2.5,True,True,False,2015.0,9.2
Siegen_Wittgenstein_Kreis,Siegen,459.0,,68.0,3.0,True,False,False,1966.0,6.75
Rhein_Erft_Kreis,Pulheim,620.0,790.0,79.0,2.0,False,False,False,1910.0,7.848101265822785
Wuppertal,Elberfeld,523.0,,73.0,3.0,False,False,False,1900.0,7.164383561643835
Bonn,Südstadt,500.0,600.0,30.0,1.0,True,True,False,1888.0,16.666666666666668
Essen,Stadtwald,475.0,615.0,50.0,2.5,True,False,False,1935.0,9.5
Duisburg,Rahm,420.0,605.0,50.0,2.0,True,True,False,,8.4
Essen,Katernberg,470.0,628.0,57.56,3.0,True,False,False,1957.0,8.165392633773454
Dortmund,Innenstadt,350.0,470.0,33.0,1.5,True,True,False,1971.0,10.606060606060606
Essen,Südviertel,405.0,,62.0,2.0,False,False,False,1965.0,6.532258064516129
Recklinghausen_Kreis,Recklinghausen,351.92,561.92,83.0,3.0,False,False,False,1930.0,4.24
Rheinisch_Bergischer_Kreis,Bergisch_Gladbach,590.0,740.0,57.0,2.0,True,True,False,1984.0,10.350877192982455
Minden_Lübbecke_Kreis,Minden,370.0,514.0,58.93,2.0,False,False,False,1954.0,6.278635669438317
Mülheim_an_der_Ruhr,Mitte,350.0,480.0,48.0,2.0,False,False,False,,7.291666666666667
Essen,Altendorf,300.0,395.0,40.0,1.0,False,False,False,1953.0,7.5
Mönchengladbach,Waldhausen,568.33,771.31,81.19,3.0,True,False,False,1957.0,7.000000000000001
Hagen,Dahl,500.0,640.0,71.0,3.5,True,False,False,1995.0,7.042253521126761
Remscheid,Kremenholl,168.0,220.0,35.0,1.0,False,False,False,2000.0,4.8
Gelsenkirchen,Horst,482.8,704.8,71.0,3.0,True,False,False,1955.0,6.8
Bielefeld,Senne,1396.0,,133.0,5.0,True,False,True,2018.0,10.496240601503759
Wuppertal,Barmen,280.0,370.0,47.0,1.5,False,False,False,,5.957446808510638
Duisburg,Marxloh,235.0,375.0,47.0,2.0,False,False,False,,5.0
Gelsenkirchen,Resser_Mark,259.0,,44.3,2.0,False,False,False,1938.0,5.846501128668172
Mettmann_Kreis,Haan,770.0,,69.0,2.0,True,False,True,2019.0,11.159420289855072
Duisburg,Laar,390.0,540.0,65.0,2.5,False,False,False,,6.0
Dortmund,Kurl,499.0,715.0,77.0,3.5,True,False,False,1976.0,6.48051948051948
Hagen,Mittelstadt,430.0,615.0,90.86,3.0,True,False,False,1918.0,4.732555580013207
Mettmann_Kreis,Monheim_am_Rhein,561.0,,68.48,3.0,True,False,False,1967.0,8.192172897196262
Lippe_Kreis,Lemgo,952.0,1344.0,112.0,3.0,False,False,False,2016.0,8.5
Märkischer_Kreis,Iserlohn,330.0,511.0,58.72,2.0,True,False,False,1966.0,5.619891008174387
Bochum,Westenfeld,590.0,790.0,82.0,2.0,True,False,False,,7.195121951219512
Neuss_Rhein_Kreis,Meerbusch,1380.0,1680.0,125.0,4.0,True,True,False,1975.0,11.04
Essen,Altenessen_Süd,200.0,300.0,35.0,1.0,False,False,False,,5.714285714285714
Hagen,Hohenlimburg,350.0,,60.64,3.0,False,False,False,1990.0,5.771767810026385
Duisburg,Obermeiderich,489.0,673.0,67.31,3.0,True,False,False,1963.0,7.264893775070568
Gelsenkirchen,Horst,340.0,446.0,43.89,2.0,False,False,False,1956.0,7.746639325586694
Mönchengladbach,Schmölderpark,674.0,874.0,99.0,3.0,True,False,False,1972.0,6.808080808080808
Krefeld,Stadtmitte,560.0,,76.31,3.0,True,False,False,1955.0,7.33848774734635
Minden_Lübbecke_Kreis,Lübbecke,578.5,767.5,89.0,3.0,False,False,False,1973.0,6.5
Düsseldorf,Düsseltal,1250.0,1560.0,93.0,3.0,True,False,False,1958.0,13.440860215053764
Wuppertal,Heckinghausen,400.0,,78.0,3.0,False,False,False,1954.0,5.128205128205129
Steinfurt_Kreis,Rheine,369.0,,77.0,3.0,True,False,False,1966.0,4.792207792207792
Köln,Altstadt_&_Neustadt_Nord,1980.0,2330.0,145.0,3.0,True,False,False,1960.0,13.655172413793103
Bielefeld,Innenstadt,560.0,,50.89,2.0,True,True,True,2019.0,11.004126547455295
Kleve_Kreis,Goch,660.0,805.0,80.0,3.0,True,False,False,2018.0,8.25
Köln,Mülheim,1179.88,1544.4,90.9,3.0,False,False,True,2018.0,12.97997799779978
Essen,Haarzopf,500.0,,72.0,3.0,False,False,False,1955.0,6.944444444444445
Bonn,Bonn_Zentrum,890.0,,100.0,3.0,False,True,False,,8.9
Recklinghausen_Kreis,Waltrop,450.0,,78.0,3.0,False,False,False,,5.769230769230769
Oberhausen,Marienkirche,315.0,435.0,45.0,2.5,False,False,False,,7.0
Märkischer_Kreis,Iserlohn,385.0,500.0,55.0,1.5,False,True,False,1916.0,7.0
Hagen,Mittelstadt,377.0,425.0,58.0,2.5,True,False,False,1950.0,6.5
Krefeld,Cracau,390.0,500.0,43.0,1.5,True,True,False,1971.0,9.069767441860465
Wuppertal,Barmen,320.0,,63.0,2.0,False,False,False,1960.0,5.079365079365079
Dortmund,Brackel,600.0,790.0,80.0,2.0,False,False,False,,7.5
Essen,Horst,330.0,,38.0,2.0,False,True,False,1927.0,8.68421052631579
Düsseldorf,Düsseltal,1260.0,,110.0,4.0,True,False,False,1955.0,11.454545454545455
Heinsberg_Kreis,Wassenberg,344.1,530.1,62.0,2.0,True,False,True,2019.0,5.550000000000001
Bonn,Bad_Godesberg,398.56,565.56,56.15,2.0,True,False,False,1967.0,7.09813000890472
Bochum,Wiemelhausen/Brenschede,680.0,810.0,69.4,2.5,True,False,False,1900.0,9.798270893371757
Düren_Kreis,Düren,480.0,690.0,72.0,2.0,False,True,False,1964.0,6.666666666666667
Köln,Buchheim,776.16,,84.0,3.0,True,False,False,1976.0,9.24
Viersen_Kreis,Viersen,490.0,720.0,100.0,4.0,False,False,False,1977.0,4.9
Essen,Nordviertel,500.0,580.0,47.0,2.0,True,True,False,,10.638297872340425
Rhein_Sieg_Kreis,Troisdorf,350.0,500.0,39.66,1.0,True,True,False,1974.0,8.825012607160868
Düsseldorf,Ludenberg,1590.0,1800.0,98.16,3.0,True,False,True,2019.0,16.198044009779952
Rhein_Sieg_Kreis,Troisdorf,478.0,704.0,68.34,2.0,True,False,False,1984.0,6.994439566871525
Steinfurt_Kreis,Rheine,620.0,730.0,68.8,3.0,True,False,False,2013.0,9.011627906976745
Köln,Altstadt_&_Neustadt_Nord,690.0,790.0,53.0,2.0,True,False,False,,13.018867924528301
Dortmund,Hörde,499.0,579.0,60.0,2.5,False,False,False,1948.0,8.316666666666666
Recklinghausen_Kreis,Gladbeck,499.0,752.0,73.4,3.0,False,False,False,1939.0,6.798365122615803
Paderborn_Kreis,Paderborn,505.0,,78.0,3.0,False,False,False,,6.4743589743589745
Bielefeld,Sennestadt,425.0,555.0,61.0,3.0,True,True,False,1956.0,6.967213114754099
Hochsauerlandkreis,Marsberg,435.0,530.0,91.0,3.0,False,False,False,1900.0,4.78021978021978
Dortmund,Rahm,370.0,541.0,56.82,3.5,False,False,False,1959.0,6.511791622668075
Hagen,Wehringhausen,383.81,558.81,78.01,3.0,True,False,False,1962.0,4.920010255095501
Wuppertal,Langerfeld_Beyenburg,281.31,457.81,55.05,2.0,True,False,False,1975.0,5.11008174386921
Recklinghausen_Kreis,Recklinghausen,559.0,,76.47,3.0,True,False,False,1973.0,7.310056231201779
Dortmund,Hörde,350.0,560.0,58.0,2.0,True,False,False,1961.0,6.0344827586206895
Bottrop,Süd_West,650.0,915.0,100.0,3.5,False,False,False,1960.0,6.5
Wesel_Kreis,Voerde_Niederrhein,299.0,399.0,57.0,2.5,True,False,False,,5.245614035087719
Wuppertal,Vohwinkel,375.0,475.0,85.0,3.0,True,False,False,1910.0,4.411764705882353
Recklinghausen_Kreis,Herten,528.0,673.0,96.0,3.0,False,False,False,1925.0,5.5
Hagen,Altenhagen,350.0,440.0,66.0,2.0,False,False,False,,5.303030303030303
Minden_Lübbecke_Kreis,Bad_Oeynhausen,370.0,470.0,55.0,2.0,True,True,False,1995.0,6.7272727272727275
Bochum,Querenburg,525.0,673.5,65.0,3.5,True,False,False,1962.0,8.076923076923077
Duisburg,Hochheide,325.0,490.0,50.0,3.0,False,False,False,1951.0,6.5
Gelsenkirchen,Bismarck,319.77,470.77,50.2,2.0,False,False,False,1952.0,6.369920318725099
Bochum,Hamme,453.48,629.48,52.73,3.0,False,False,False,1954.0,8.600037929072634
Duisburg,Mittelmeiderich,363.0,,59.0,2.0,True,False,False,1985.0,6.1525423728813555
Wuppertal,Elberfeld_West,280.0,345.0,48.0,2.0,False,False,False,,5.833333333333333
Wuppertal,Ronsdorf,354.7,587.7,70.94,3.0,True,False,False,1972.0,5.0
Neuss_Rhein_Kreis,Meerbusch,450.0,570.0,48.0,1.0,True,True,False,1856.0,9.375
Aachen,Hörn,990.0,1170.0,120.0,3.5,False,False,False,1995.0,8.25
Essen,Ostviertel,400.0,520.0,65.0,3.0,False,False,False,,6.153846153846154
Borken_Kreis,Ahaus,512.0,747.0,64.0,2.0,True,True,False,2012.0,8.0
Siegen_Wittgenstein_Kreis,Siegen,749.0,874.0,115.45,4.0,True,False,False,1970.0,6.487656994369857
Ennepe_Ruhr_Kreis,Schwelm,650.0,,96.0,3.0,False,False,False,1890.0,6.770833333333333
Duisburg,Neudorf_Süd,450.0,610.0,74.0,2.5,False,False,False,1970.0,6.081081081081081
