regio2,regio3,baseRent,totalRent,livingSpace,noRooms,balcony,hasKitchen,newlyConst,yearConstructed,price_per_sqm
Bielefeld,Innenstadt,1040.0,1160.0,130.0,4.0,True,False,False,1957.0,8.0
Bochum,Linden,400.0,510.0,62.35,3.0,True,False,False,,6.415396952686447
Unna_Kreis,Bergkamen,389.0,615.0,70.81,4.0,True,False,False,1957.0,5.493574353904815
Gelsenkirchen,Feldmark,500.0,,85.17,4.5,False,False,False,,5.870611717740989
Duisburg,Alt_Homberg,395.0,520.0,59.0,3.0,True,False,False,1964.0,6.694915254237288
Duisburg,Neumühl,379.0,,70.3,3.5,True,False,False,1969.0,5.391180654338549
Köln,Urbach,360.0,420.0,25.0,1.0,True,False,True,2019.0,14.4
Mönchengladbach,Odenkirchen_Mitte,250.0,380.0,33.0,1.0,False,True,False,1963.0,7.575757575757576
Mettmann_Kreis,Velbert,226.36,,45.22,1.0,False,False,False,1972.0,5.005749668288368
Düsseldorf,Unterbilk,1990.0,2490.0,123.0,4.0,True,True,False,1909.0,16.178861788617887
Aachen,Frankenberg,440.0,530.0,50.0,2.0,False,False,False,,8.8
Neuss_Rhein_Kreis,Meerbusch,420.0,570.0,42.0,1.0,False,False,False,1968.0,10.0
Mönchengladbach,Gladbach,400.0,600.0,80.0,3.0,False,False,False,1956.0,5.0
Essen,Altenessen_Nord,355.0,,50.0,3.0,True,False,False,1971.0,7.1
Hagen,Hochschulviertel,482.0,678.0,77.75,3.0,True,False,False,1912.0,6.19935691318328
Recklinghausen_Kreis,Marl,435.0,672.0,79.09,3.0,True,False,False,1964.0,5.500063219117461
Bielefeld,Innenstadt,464.2,,52.75,2.0,False,False,False,1993.0,8.799999999999999
Borken_Kreis,Reken,880.0,,112.0,4.0,False,False,False,1948.0,7.857142857142857
Heinsberg_Kreis,Übach_Palenberg,690.0,,148.0,3.0,True,False,False,1975.0,4.662162162162162
Duisburg,Wanheimerort,330.0,540.0,73.0,3.0,False,False,False,1910.0,4.52054794520548
Köln,Bayenthal,975.0,1200.0,39.0,2.0,False,True,False,,25.0
Rhein_Erft_Kreis,Kerpen,454.99,670.02,86.01,4.0,True,False,False,,5.28996628299035
Ennepe_Ruhr_Kreis,Ennepetal,505.0,685.0,59.0,2.0,True,False,False,2016.0,8.559322033898304
Ennepe_Ruhr_Kreis,Sprockhövel,670.0,920.0,125.0,5.0,False,False,False,1904.0,5.36
Bochum,Grumme,1350.0,1700.0,140.0,4.5,True,False,False,1929.0,9.642857142857142
Gelsenkirchen,Resse,360.0,475.0,68.0,3.5,False,False,False,1972.0,5.294117647058823
Essen,Nordviertel,479.0,647.0,58.0,2.0,False,False,False,1891.0,8.258620689655173
Leverkusen,Rheindorf,820.0,1115.0,85.0,3.5,False,False,False,1975.0,9.647058823529411
Münster,Wolbeck,950.0,,95.0,3.0,False,True,False,1924.0,10.0
Unna_Kreis,Werne,324.23,,56.0,2.0,False,False,False,,5.789821428571429
Essen,Rellinghausen,830.0,1160.0,100.6,4.0,True,False,False,1949.0,8.250497017892645
Bochum,Querenburg,353.1,618.1,66.0,2.5,True,False,False,1976.0,5.3500000000000005
Essen,Holsterhausen,250.0,350.0,32.0,1.0,True,True,False,1965.0,7.8125
Herford_Kreis,Rödinghausen,250.0,330.0,40.0,1.0,True,True,False,1937.0,6.25
Warendorf_Kreis,Oelde,475.0,670.0,80.0,3.0,False,True,False,1932.0,5.9375
Steinfurt_Kreis,Steinfurt,800.0,1055.0,102.0,3.0,True,False,False,2011.0,7.8431372549019605
Duisburg,Hochfeld,250.0,350.0,36.0,1.0,True,False,False,1960.0,6.944444444444445
Duisburg,Rheinhausen_Mitte,290.0,430.0,47.0,2.0,True,False,False,1962.0,6.170212765957447
Aachen,Ponttor,398.0,528.0,34.0,1.0,True,True,False,1980.0,11.705882352941176
Bielefeld,Senne,1100.0,1360.0,118.0,3.0,True,False,True,2020.0,9.322033898305085
Düren_Kreis,Kreuzau,990.0,1240.0,110.0,3.0,True,False,False,1920.0,9.0
Märkischer_Kreis,Lüdenscheid,285.0,395.0,33.0,1.0,False,False,False,1968.0,8.636363636363637
Minden_Lübbecke_Kreis,Lübbecke,379.0,,61.0,2.0,True,False,False,1972.0,6.213114754098361
Dortmund,Innenstadt,1280.0,1630.75,105.0,5.0,False,False,False,,12.19047619047619
Bielefeld,Senne,742.0,942.0,106.0,3.0,True,True,False,2002.0,7.0
Heinsberg_Kreis,Geilenkirchen,230.0,310.0,24.0,1.0,False,True,False,1982.0,9.583333333333334
Köln,Kalk,1159.3,1460.3,105.39,3.0,True,False,True,2018.0,11.000094885662776
Düsseldorf,Pempelfort,1321.24,1748.39,91.12,3.0,True,False,False,,14.5
Mülheim_an_der_Ruhr,Speldorf,373.0,521.0,61.24,2.0,True,False,False,1977.0,6.090790333115611
Mönchengladbach,Gladbach,345.0,395.0,37.0,2.0,False,True,False,1965.0,9.324324324324325
Soest_Kreis,Soest,1175.0,1275.0,125.0,4.0,False,False,True,2020.0,9.4
Essen,Rüttenscheid,1440.0,1690.0,139.0,4.0,True,False,False,1922.0,10.359712230215827
Aachen,Brand,672.0,772.0,56.0,2.0,True,False,True,2019.0,12.0
Dortmund,Persebeck,300.0,440.0,35.0,2.5,False,True,False,,8.571428571428571
Unna_Kreis,Bergkamen,416.7,690.0,79.0,3.0,True,False,False,1972.0,5.274683544303797
Essen,Frintrop,470.0,642.0,79.53,3.0,False,False,False,1969.0,5.90971960266566
Mönchengladbach,Hehn,780.0,950.0,80.0,3.0,True,True,False,1958.0,9.75
Wuppertal,Elberfeld,535.0,700.0,60.5,2.0,True,False,False,2012.0,8.84297520661157
Essen,Frohnhausen,695.0,905.0,103.0,3.0,True,False,False,1954.0,6.747572815533981
Wuppertal,Elberfeld,480.0,736.0,76.7,3.0,True,False,False,1955.0,6.258148631029987
Bielefeld,Ummeln,310.0,430.0,58.0,3.0,False,True,False,1978.0,5.344827586206897
Oberbergischer_Kreis,Engelskirchen,360.0,510.0,45.0,2.0,False,False,False,1978.0,8.0
Hagen,Vorhalle,325.0,500.0,66.0,2.0,False,True,False,,4.924242424242424
Mülheim_an_der_Ruhr,Dümpten,550.0,,50.3,2.0,True,False,False,2018.0,10.934393638170976
Höxter_Kreis,Bad_Driburg,350.0,606.0,70.0,2.5,True,False,False,,5.0
Recklinghausen_Kreis,Haltern_am_See,630.0,,90.0,3.0,True,True,False,,7.0
Krefeld,Hüls,400.0,540.0,68.0,3.0,False,False,False,,5.882352941176471
Köln,Altstadt_&_Neustadt_Nord,2420.0,2920.0,142.0,3.0,True,True,False,1950.0,17.04225352112676
Minden_Lübbecke_Kreis,Minden,550.0,720.0,74.25,4.0,True,False,False,1954.0,7.407407407407407
Essen,Holsterhausen,580.0,,63.0,3.0,True,False,False,,9.206349206349206
Recklinghausen_Kreis,Marl,400.0,580.0,75.8,2.5,True,True,False,,5.277044854881266
Neuss_Rhein_Kreis,Neuss,850.0,970.0,79.25,3.0,True,True,False,1996.0,10.725552050473187
Essen,Holsterhausen,415.0,550.0,47.56,1.0,False,False,False,1914.0,8.725820016820858
Dortmund,Innenstadt,435.0,,45.0,2.0,False,False,False,,9.666666666666666
Düsseldorf,Düsseltal,1040.0,1310.0,68.0,3.0,True,True,False,2015.0,15.294117647058824
Rhein_Sieg_Kreis,Much,335.49,530.49,61.11,2.0,True,False,False,1996.0,5.48993618065783
Gelsenkirchen,Horst,399.0,,79.0,3.5,True,False,False,1956.0,5.050632911392405
Köln,Rodenkirchen,3500.0,4000.0,166.0,4.0,True,False,False,2017.0,21.08433734939759
Unna_Kreis,Kamen,470.0,740.0,117.0,4.5,False,False,False,1960.0,4.017094017094017
Duisburg,Rumeln_Kaldenhausen,420.0,607.0,58.92,3.0,True,False,False,1963.0,7.128309572301426
Neuss_Rhein_Kreis,Grevenbroich,650.0,843.0,65.0,2.0,True,True,True,2018.0,10.0
Neuss_Rhein_Kreis,Meerbusch,1700.0,1950.0,137.0,4.0,True,False,False,1964.0,12.408759124087592
Borken_Kreis,Bocholt,995.0,,104.25,3.0,True,False,True,2019.0,9.544364508393285
Minden_Lübbecke_Kreis,Minden,550.0,720.0,86.93,4.0,True,False,False,1963.0,6.326929713562636
Essen,Katernberg,449.0,679.0,66.0,3.0,True,False,False,1963.0,6.803030303030303
Dortmund,Dorstfeld,235.0,,26.17,1.0,True,True,False,1994.0,8.979747802827665
Essen,Borbeck,376.0,546.0,55.27,2.0,False,False,False,1941.0,6.802967251673602
Rheinisch_Bergischer_Kreis,Bergisch_Gladbach,1209.89,1439.89,100.82,2.0,True,False,False,2018.0,12.00049593334656
Duisburg,Mittelmeiderich,475.0,705.0,95.0,3.0,False,False,False,1907.0,5.0
Recklinghausen_Kreis,Recklinghausen,1000.0,1300.0,147.0,2.5,False,True,False,1996.0,6.802721088435374
Mettmann_Kreis,Mettmann,890.0,1170.0,97.0,3.0,True,False,False,2003.0,9.175257731958762
Wesel_Kreis,Moers,650.0,880.0,84.0,3.0,True,False,False,1983.0,7.738095238095238
Münster,Domviertel,830.0,950.0,60.0,2.0,True,True,False,1985.0,13.833333333333334
Märkischer_Kreis,Lüdenscheid,250.0,325.0,51.0,2.0,False,False,False,1953.0,4.901960784313726
Aachen,Ponttor,476.0,536.0,28.0,1.0,True,True,True,2019.0,17.0
Gelsenkirchen,Ückendorf,447.7,593.7,60.24,3.5,True,False,False,1962.0,7.431938911022576
Duisburg,Aldenrade,524.0,674.0,70.3,3.5,True,False,False,1982.0,7.453769559032717
Mettmann_Kreis,Mettmann,578.34,744.34,65.72,3.0,True,False,False,1954.0,8.800060864272673
Bielefeld,Jöllenbeck,525.0,525.0,50.0,2.0,False,True,False,1998.0,10.5
Mettmann_Kreis,Ratingen,820.0,1020.0,82.0,3.0,True,False,False,2006.0,10.0
Duisburg,Mittelmeiderich,220.0,340.0,36.86,2.0,False,False,False,1963.0,5.968529571351058
Essen,Altenessen_Süd,340.18,511.18,65.99,2.5,True,False,False,1993.0,5.155023488407335
Aachen,Aachen_Eilendorf,650.0,,77.0,2.5,True,False,False,1973.0,8.441558441558442
Gütersloh_Kreis,Gütersloh,685.0,865.0,98.0,3.0,True,False,False,1999.0,6.989795918367347
Essen,Bredeney,790.0,950.0,64.24,2.0,True,False,True,2019.0,12.29763387297634
Düsseldorf,Oberbilk,950.0,1200.0,88.86,3.0,True,False,False,,10.690974566734189
Aachen,Innenstadt,460.0,600.0,72.0,3.0,False,False,False,1930.0,6.388888888888889
Neuss_Rhein_Kreis,Neuss,350.0,500.0,50.0,1.0,False,False,False,,7.0
Aachen_Kreis,Würselen,1236.0,,153.17,3.0,True,True,False,2011.0,8.069465299993473
Mettmann_Kreis,Haan,432.78,,78.26,3.0,True,False,False,1983.0,5.5300281114234595
Oberhausen,Altstadt_Süd,384.0,531.2,64.0,3.0,False,False,False,1962.0,6.0
Hagen,Vorhalle,283.5,380.5,63.0,2.0,True,True,False,1971.0,4.5
Münster,Hiltrup_Mitte,465.0,595.0,54.0,2.0,False,False,False,1980.0,8.61111111111111
Bielefeld,Brackwede,322.85,484.85,59.24,2.0,True,False,False,1972.0,5.449864956110736
Wuppertal,Ronsdorf,355.0,603.0,70.94,3.0,True,False,False,1972.0,5.004228925852834
Bonn,Brüser_Berg,643.0,938.0,85.1,3.0,False,False,False,1985.0,7.555816686251469
Gelsenkirchen,Bismarck,449.0,658.0,66.32,3.5,True,False,False,1960.0,6.770205066344995
Düsseldorf,Pempelfort,950.0,1120.0,82.0,2.5,True,False,False,,11.585365853658537
Düren_Kreis,Aldenhoven,580.0,820.0,85.0,3.0,True,False,False,1997.0,6.823529411764706
Dortmund,Brünninghausen,835.0,1015.0,104.0,3.0,True,False,False,1937.0,8.028846153846153
Unna_Kreis,Kamen,195.0,195.0,30.0,10.0,False,False,False,,6.5
Bochum,Gleisdreieck,273.34,455.74,39.76,1.5,False,True,False,1971.0,6.874748490945674
Herne,Wanne,340.0,499.0,69.0,2.0,False,False,False,1946.0,4.927536231884058
Köln,Weiß,1470.0,1770.0,140.0,2.0,True,True,False,1920.0,10.5
Neuss_Rhein_Kreis,Neuss,660.0,830.0,86.0,3.0,False,False,False,1968.0,7.674418604651163
Bochum,Grumme,445.0,,69.96,3.0,False,False,False,1927.0,6.360777587192682
Duisburg,Röttgersbach,449.0,614.0,56.93,2.0,True,True,False,1915.0,7.886878622870191
Recklinghausen_Kreis,Recklinghausen,355.0,495.0,60.0,2.5,True,False,False,,5.916666666666667
Mettmann_Kreis,Velbert,463.86,745.86,87.52,3.0,False,False,False,1880.0,5.300045703839123
Essen,Frohnhausen,557.8,735.8,85.97,3.0,True,False,False,1929.0,6.488309875537978
Ennepe_Ruhr_Kreis,Schwelm,264.14,465.14,54.0,2.0,True,False,False,1988.0,4.891481481481481
Unna_Kreis,Lünen,506.0,751.0,92.0,4.0,True,False,False,1967.0,5.5
Märkischer_Kreis,Iserlohn,350.0,480.0,56.86,2.0,False,False,False,1936.0,6.155469574393247
Bonn,Nordstadt,670.0,820.0,65.0,3.0,True,False,False,1958.0,10.307692307692308
Essen,Rüttenscheid,300.0,,36.0,2.0,False,False,False,1962.0,8.333333333333334
Mönchengladbach,Giesenkirchen_Mitte,750.0,990.0,82.73,3.0,True,False,False,2017.0,9.065635198839598
Mettmann_Kreis,Mettmann,460.0,550.0,50.9,1.0,True,False,False,1998.0,9.037328094302554
Heinsberg_Kreis,Übach_Palenberg,350.0,445.0,48.0,1.0,False,False,False,,7.291666666666667
Essen,Stadtkern,325.0,450.0,42.0,2.0,False,False,False,,7.738095238095238
Köln,Vogelsang,605.0,750.0,46.22,1.0,True,False,True,2019.0,13.089571614019905
Gelsenkirchen,Bulmke_Hüllen,435.7,569.1,87.14,3.0,False,False,False,1955.0,5.0
Wuppertal,Heckinghausen,580.0,,83.0,3.0,True,False,False,1973.0,6.9879518072289155
Bonn,Bad_Godesberg,658.67,861.67,81.62,3.0,True,False,False,1966.0,8.069958343543249
Dortmund,Innenstadt,740.0,900.0,81.0,3.0,True,True,False,,9.135802469135802
Wesel_Kreis,Hünxe,600.0,805.0,69.0,2.0,True,False,True,2019.0,8.695652173913043
Duisburg,Laar,750.0,,114.0,4.0,False,False,False,1908.0,6.578947368421052
Wuppertal,Oberbarmen,382.0,565.0,75.3,3.0,False,False,False,1900.0,5.0730411686586985
Recklinghausen_Kreis,Castrop_Rauxel,409.0,599.0,70.0,3.0,True,False,False,1967.0,5.8428571428571425
Hagen,Haspe,485.09,,80.18,3.0,False,False,False,1969.0,6.050012471938138
Duisburg,Ruhrort,550.0,,105.0,3.5,False,False,False,1957.0,5.238095238095238
Düsseldorf,Oberbilk,600.0,739.0,60.0,2.0,False,True,False,,10.0
Duisburg,Mittelmeiderich,365.0,,55.0,3.0,False,False,False,1954.0,6.636363636363637
Duisburg,Duissern,270.0,392.0,33.0,2.0,False,False,False,1950.0,8.181818181818182
Duisburg,Laar,700.0,1000.0,115.0,5.5,False,False,False,1999.0,6.086956521739131
Essen,Dellwig,450.0,590.0,66.7,2.5,True,False,False,1961.0,6.746626686656671
Mönchengladbach,Gladbach,570.0,820.0,87.7,2.5,False,False,False,,6.499429874572406
Gelsenkirchen,Ückendorf,240.0,370.0,40.0,2.5,False,False,False,,6.0
Rhein_Erft_Kreis,Frechen,695.0,845.0,68.0,2.0,True,False,True,2018.0,10.220588235294118
Mettmann_Kreis,Velbert,573.0,743.0,71.65,3.0,True,False,False,1965.0,7.997208653175156
Essen,Bredeney,3185.0,3775.0,235.0,3.5,True,True,False,2010.0,13.553191489361701
Gelsenkirchen,Altstadt,294.0,430.0,54.85,1.0,False,False,False,1988.0,5.36007292616226
Rhein_Erft_Kreis,Hürth,990.0,,135.0,2.0,False,False,False,1986.0,7.333333333333333
Viersen_Kreis,Tönisvorst,1280.0,1480.0,135.0,4.0,False,False,False,1900.0,9.481481481481481
Rheinisch_Bergischer_Kreis,Bergisch_Gladbach,946.0,1136.0,86.0,3.0,True,False,False,2010.0,11.0
Herne,Wanne,208.01,351.01,44.0,1.0,False,False,False,,4.7275
Warendorf_Kreis,Oelde,510.0,685.0,54.0,2.0,True,False,True,2020.0,9.444444444444445
Recklinghausen_Kreis,Recklinghausen,436.91,588.91,59.85,3.0,True,False,False,1961.0,7.300083542188806
Wuppertal,Oberbarmen,400.0,,50.0,2.0,False,True,False,1990.0,8.0
Rhein_Sieg_Kreis,Hennef_Sieg,758.0,,79.0,2.0,False,False,True,2019.0,9.594936708860759
Recklinghausen_Kreis,Datteln,995.0,1395.0,131.0,3.0,True,True,False,,7.595419847328245
Bottrop,Süd_West,320.0,540.0,64.0,2.5,True,False,False,1970.0,5.0
Oberbergischer_Kreis,Waldbröl,375.0,,78.0,3.0,True,False,False,1973.0,4.8076923076923075
Mülheim_an_der_Ruhr,Mitte,585.57,780.99,70.55,2.0,True,False,False,1953.0,8.300070871722184
Köln,Junkersdorf,785.0,1010.0,72.0,3.0,True,False,False,,10.902777777777779
Recklinghausen_Kreis,Castrop_Rauxel,438.5,586.5,63.55,3.0,True,False,False,1965.0,6.900078678206137
Lippe_Kreis,Extertal,360.0,540.0,80.0,3.5,False,False,False,1994.0,4.5
Essen,Altenessen_Süd,321.43,484.43,60.95,2.0,True,False,False,1984.0,5.273666940114848
Rhein_Sieg_Kreis,Meckenheim,450.0,670.0,64.0,2.0,True,False,False,1998.0,7.03125
Viersen_Kreis,Nettetal,500.0,620.0,70.0,3.0,True,True,False,1955.0,7.142857142857143
Märkischer_Kreis,Lüdenscheid,271.0,430.0,47.97,2.0,False,False,False,1953.0,5.649364185949552
Köln,Esch/Auweiler,610.0,760.0,58.0,2.0,False,False,False,2000.0,10.517241379310345
Köln,Nippes,650.0,750.0,58.0,2.0,False,True,False,,11.206896551724139
Herne,Herne_Süd,285.19,390.19,49.17,2.0,False,False,False,1952.0,5.800081350416921
Hochsauerlandkreis,Winterberg,600.0,,113.0,4.0,True,True,False,1997.0,5.3097345132743365
Essen,Bredeney,1980.0,2430.0,166.0,4.0,False,False,False,1982.0,11.927710843373495
Dortmund,Hörde,410.0,529.0,43.0,2.0,False,True,False,1915.0,9.534883720930232
Rhein_Sieg_Kreis,Siegburg,750.0,,66.0,2.0,False,True,False,2016.0,11.363636363636363
Ennepe_Ruhr_Kreis,Wetter_Ruhr,455.0,655.0,70.0,3.5,False,False,False,,6.5
Bielefeld,Innenstadt,800.0,,120.0,4.0,False,True,False,,6.666666666666667
Oberbergischer_Kreis,Wipperfürth,900.0,1100.0,150.0,6.0,True,False,False,1999.0,6.0
Hamm,Herringen,310.0,465.0,51.0,2.0,True,False,False,1965.0,6.078431372549019
Soest_Kreis,Lippstadt,770.0,960.0,93.0,4.0,True,False,False,,8.279569892473118
Minden_Lübbecke_Kreis,Bad_Oeynhausen,780.0,930.0,103.5,3.0,True,False,False,1927.0,7.536231884057971
Essen,Huttrop,440.0,530.0,53.0,2.5,False,True,False,,8.30188679245283
Essen,Frillendorf,320.0,390.0,46.0,2.5,False,False,False,,6.956521739130435
Duisburg,Buchholz,570.0,740.0,71.0,3.5,False,False,False,1960.0,8.028169014084508
Leverkusen,Wiesdorf,510.0,,46.0,1.5,True,False,False,,11.08695652173913
Wesel_Kreis,Dinslaken,420.0,605.0,60.0,2.0,True,False,False,,7.0
Viersen_Kreis,Viersen,500.0,660.0,66.0,2.0,True,False,False,,7.575757575757576
Bochum,Südinnenstadt,1458.0,1714.0,115.0,3.0,True,False,True,2020.0,12.678260869565218
Köln,Höhenberg,595.0,720.0,50.0,1.0,True,True,False,,11.9
Lippe_Kreis,Detmold,1280.0,1580.0,135.31,3.0,True,False,True,2020.0,9.459759071761141
Köln,Altstadt_&_Neustadt_Süd,750.0,815.0,47.0,2.0,False,False,False,,15.957446808510639
Mettmann_Kreis,Haan,780.0,,90.0,3.0,True,False,False,1985.0,8.666666666666666
Krefeld,Fischeln,370.0,605.0,85.0,3.0,True,False,False,,4.352941176470588
Solingen,Ohligs/Aufderhöhe/Merscheid,690.0,870.0,92.0,3.0,True,True,False,1930.0,7.5
Soest_Kreis,Lippstadt,800.0,,140.0,4.0,True,True,False,,5.714285714285714
Steinfurt_Kreis,Altenberge,998.0,1188.0,96.0,3.0,True,False,True,2019.0,10.395833333333334
Rhein_Erft_Kreis,Frechen,295.0,,34.0,1.0,False,False,False,1974.0,8.676470588235293
Recklinghausen_Kreis,Recklinghausen,245.07,446.07,45.46,2.0,True,False,False,1982.0,5.39089309282886
Hagen,Altenhagen,410.0,,78.8,3.0,True,False,False,1900.0,5.203045685279188
Essen,Rüttenscheid,490.0,670.0,56.0,2.0,True,False,False,,8.75
Neuss_Rhein_Kreis,Jüchen,530.0,650.0,70.0,2.0,False,False,False,,7.571428571428571
Minden_Lübbecke_Kreis,Minden,520.0,710.0,83.28,4.0,True,False,False,1959.0,6.243996157540826
Bonn,Bad_Godesberg,700.0,860.0,67.0,2.0,True,True,False,1984.0,10.447761194029852
Minden_Lübbecke_Kreis,Hille,650.0,,128.0,5.0,True,True,False,2004.0,5.078125
Rhein_Erft_Kreis,Hürth,1195.0,1500.0,87.0,1.0,True,True,False,1997.0,13.735632183908047
Bottrop,Kirchhellen_Mitte,530.0,690.0,81.0,3.0,True,False,False,1972.0,6.54320987654321
Borken_Kreis,Gescher,700.0,800.0,78.0,2.0,False,True,False,2017.0,8.974358974358974
Wuppertal,Heckinghausen,990.0,1285.0,107.0,3.0,True,False,False,1993.0,9.25233644859813
Wesel_Kreis,Dinslaken,520.0,720.0,87.0,3.5,True,False,False,1972.0,5.977011494252873
Aachen_Kreis,Alsdorf,730.0,880.0,73.0,2.0,True,False,True,2019.0,10.0
Recklinghausen_Kreis,Haltern_am_See,1050.0,1300.0,105.0,3.5,True,True,False,1996.0,10.0
Duisburg,Dellviertel,385.0,612.0,66.27,3.0,False,False,False,1951.0,5.809566923192999
Rhein_Erft_Kreis,Hürth,980.0,1240.0,138.0,3.0,False,False,False,1990.0,7.101449275362318
Aachen_Kreis,Stolberg_Rheinland,705.5,925.5,83.0,3.0,True,True,False,2006.0,8.5
Paderborn_Kreis,Bad_Lippspringe,380.0,,70.0,2.0,True,False,False,1973.0,5.428571428571429
Dortmund,Kirchhörde,740.0,,60.0,2.0,False,False,False,,12.333333333333334
Euskirchen_Kreis,Mechernich,1092.0,1442.0,91.0,3.0,False,False,True,2019.0,12.0
Aachen_Kreis,Stolberg_Rheinland,350.0,490.0,50.0,2.0,True,False,False,,7.0
Essen,Freisenbruch,370.0,573.0,70.8,3.0,True,False,False,1967.0,5.225988700564972
Düsseldorf,Oberkassel,1590.0,1970.0,106.9,4.0,True,True,False,2011.0,14.873713751169316
Duisburg,Neuenkamp,350.0,525.5,60.65,3.0,True,False,False,1962.0,5.7708161582852435
Kleve_Kreis,Emmerich_am_Rhein,700.0,,91.0,3.0,True,False,False,2016.0,7.6923076923076925
Mülheim_an_der_Ruhr,Mitte,430.0,570.0,68.0,3.0,False,False,False,1954.0,6.323529411764706
Märkischer_Kreis,Iserlohn,512.0,776.0,81.73,3.0,True,False,False,1969.0,6.264529548513398
Recklinghausen_Kreis,Recklinghausen,580.0,810.0,88.0,3.0,False,False,False,1906.0,6.590909090909091
Viersen_Kreis,Viersen,327.57,648.57,63.72,2.0,True,False,False,1979.0,5.140772128060264
Olpe_Kreis,Olpe,690.0,790.0,65.0,2.5,True,True,False,1980.0,10.615384615384615
Lippe_Kreis,Lage,540.0,740.0,84.0,3.0,True,False,False,,6.428571428571429
Essen,Holsterhausen,320.0,,55.55,2.0,False,False,False,1959.0,5.7605760576057605
Dortmund,Innenstadt,685.0,835.0,55.0,2.0,True,True,False,2011.0,12.454545454545455
Minden_Lübbecke_Kreis,Minden,823.5,998.5,122.0,3.5,True,True,False,,6.75
Unna_Kreis,Lünen,680.0,940.0,130.0,2.0,False,False,False,,5.230769230769231
Gütersloh_Kreis,Rheda_Wiedenbrück,1100.0,1450.0,132.0,4.0,True,False,False,2015.0,8.333333333333334
Dortmund,Innenstadt,397.0,560.0,56.72,2.0,False,False,False,,6.999294781382229
Aachen_Kreis,Würselen,1095.91,,119.5,3.0,True,False,True,2018.0,9.1707949790795
Rhein_Sieg_Kreis,Hennef_Sieg,450.0,600.0,50.0,2.0,False,False,False,,9.0
Märkischer_Kreis,Werdohl,370.0,622.0,74.0,4.0,True,False,False,1967.0,5.0
Oberhausen,Altstadt_Mitte,195.0,295.0,34.0,1.0,False,True,False,,5.735294117647059
Neuss_Rhein_Kreis,Kaarst,465.0,,65.0,2.0,False,False,False,1970.0,7.153846153846154
Köln,Widdersdorf,1275.0,1515.0,103.0,4.0,False,False,False,2005.0,12.37864077669903
Aachen,Hangeweiher,500.0,560.0,60.0,3.0,False,True,False,,8.333333333333334
Aachen_Kreis,Alsdorf,415.0,555.0,60.0,2.0,True,False,False,1964.0,6.916666666666667
Mülheim_an_der_Ruhr,Mitte,700.0,850.0,95.0,4.0,True,False,False,1968.0,7.368421052631579
Hochsauerlandkreis,Arnsberg,500.0,,78.0,3.0,False,True,False,,6.410256410256411
Bottrop,Altstadt,620.0,770.0,74.6,3.5,True,False,False,2003.0,8.310991957104559
Unna_Kreis,Schwerte,750.0,995.0,100.0,3.0,False,True,False,,7.5
Bonn,Auerberg,1390.0,1780.0,127.0,4.0,True,False,True,2017.0,10.94488188976378
Aachen,Frankenberg,1303.0,1595.0,107.0,3.0,True,False,True,2019.0,12.177570093457945
Mülheim_an_der_Ruhr,Heißen,301.21,,56.94,2.0,True,False,False,1965.0,5.289954337899543
Duisburg,Alt_Homberg,480.0,677.0,72.71,3.5,True,False,False,1960.0,6.601567872369689
Krefeld,Inrath/Kliedbruch,346.0,512.0,55.0,2.5,True,False,False,1964.0,6.290909090909091
Aachen_Kreis,Würselen,395.0,507.5,39.0,1.5,False,True,False,,10.128205128205128
Paderborn_Kreis,Paderborn,600.0,690.0,84.55,3.0,True,False,False,1997.0,7.096392667060911
Mönchengladbach,Geistenbeck,495.0,660.0,85.0,3.0,False,True,False,2016.0,5.823529411764706
Mönchengladbach,Gladbach,1000.0,1280.0,63.0,2.0,False,True,False,1958.0,15.873015873015873
Düren_Kreis,Jülich,411.75,543.75,61.0,3.0,False,False,False,1955.0,6.75
Dortmund,Nette,419.0,581.0,56.56,3.0,True,False,False,1958.0,7.408062234794908
Düren_Kreis,Düren,509.0,689.0,57.95,2.0,True,False,False,1998.0,8.783433994823122
Siegen_Wittgenstein_Kreis,Hilchenbach,350.0,524.0,56.25,2.0,False,False,False,1952.0,6.222222222222222
Mettmann_Kreis,Velbert,550.0,725.0,82.0,3.0,True,False,False,1966.0,6.7073170731707314
Märkischer_Kreis,Lüdenscheid,310.0,,65.0,2.0,True,False,False,1926.0,4.769230769230769
Märkischer_Kreis,Iserlohn,326.41,,75.08,3.0,True,False,False,1974.0,4.347496004262121
Dortmund,Scharnhorst,489.0,,78.61,3.0,True,False,False,1970.0,6.220582623075945
Aachen,Vaalserquartier,375.0,550.0,42.0,2.0,True,False,False,1984.0,8.928571428571429
Duisburg,Marxloh,290.0,402.0,46.0,2.0,False,False,False,,6.304347826086956
Düsseldorf,Düsseltal,773.0,1038.0,77.3,2.0,True,True,False,1982.0,10.0
Herne,Unser_Fritz/Crange,250.0,300.0,32.0,1.5,False,False,False,,7.8125
Düsseldorf,Düsseltal,850.0,1080.0,87.0,3.0,False,True,False,1899.0,9.770114942528735
Essen,Leithe,434.42,612.42,62.06,3.0,True,False,False,1961.0,7.0
Dortmund,Nette,343.55,572.55,75.82,3.5,True,False,False,1973.0,4.531126351886046
Dortmund,Innenstadt,359.0,,58.0,2.0,False,False,False,1900.0,6.189655172413793
Köln,Junkersdorf,1274.0,,98.0,3.0,True,True,False,,13.0
